Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text,german,latam,french,italian,japanese,koreana,polish,brazilian,russian,turkish,schinese,tchinese,spanish
ammoNarcosisBulletDesc,items,Ammo,,,"The target sleeps for a few seconds after the bullet hits it. Expand your scope by strengthening your ""Anesthesia"" skills.",,,,,,弾丸がターゲットに当たった後、ターゲットは数秒間眠ります。\n麻酔スキルを強化して範囲を拡大します。,,,,,,子弹击中目标后，会使目标昏睡数秒钟。\n强化麻醉技能可使连动范围扩大,子彈擊中目標後，會使目標昏睡數秒鐘。\n強化麻醉技能可使連動範圍擴大,
ammoHolyLightBulletDesc,items,Ammo,,,"It will do a lot of damage a few seconds after the bullet hits the target. Expand the range by strengthening the ""Holy Light"" skill.",,,,,,弾丸がターゲットに当たった後、数秒で大きなダメージを与えます。\n浄霊スキルを強化して範囲を拡大します。,,,,,,子弹击中目标后，在数秒后产生极大的伤害。\n强化淨灵技能可使连动范围扩大,子彈擊中目標後，在數秒後產生極大的傷害。\n強化淨靈技能可使連動範圍擴大,
ammoIceBiteBulletDesc,items,Ammo,,,"After the bullet hits the target, the target's movement speed and attack speed will decrease. Enhance your ""Ice Bite"" skill to extend your time.",,,,,,弾丸がターゲットに当たった後、ターゲットの移動速度と攻撃速度が低下します。\n霜咬スキルを強化して時間を延長します。,,,,,,子弹击中目标后，会使目标降低移动速度与攻击速度。\n强化霜咬技能可使时间加长,子彈擊中目標後，會使目標降低移動速度與攻擊速度。\n強化霜咬技能可使時間加長,

flameHeraldryStele,items,Clothes,,,Fire Emblem,,,,,,火の紋章,,,,,,火纹石碑,火紋石碑,
flameHeraldrySteleDesc,items,Clothes,,,"Carry, upgrade ""Weakening Fire"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を与えられたなら、私はあなたに燃やす力を与えます。」\n持ち運び、火弱化スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑記載著：「若汝與我榮耀，我必賜與汝焚燒的力量」。\n携带着，提升1個火弱化技能等級，最高可提升5個等級。,古老石碑記載著：「若汝與我榮耀，我必賜與汝焚燒的力量」。\n攜帶著，提升1個火弱化技能等級，最高可提升5個等級。,
thunderHeraldryStele,items,Clothes,,,Lightning Emblem,,,,,,雷の紋章,,,,,,雷纹石碑,雷紋石碑,
thunderHeraldrySteleDesc,items,Clothes,,,"Carry, upgrade ""Electroweakness"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を与えられれば、私はあなたに雷の力を与えるでしょう。」\n持ち運び、電弱化スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑记载着：「若汝与我荣耀，我必赐与汝雷噼的力量」。\n携带着，提升1个电弱化技能等级，最高可提升5个等级。,古老石碑記載著：「若汝與我榮耀，我必賜與汝雷劈的力量」。\n攜帶著，提升1個電弱化技能等級，最高可提升5個等級。,
bloodMarksStele,items,Clothes,,,Bloodstained Emblem,,,,,,血痕の紋章,,,,,,血痕石碑,血痕石碑,
bloodMarksSteleDesc,items,Clothes,,,"Carry, upgrade ""Wound"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を持っているなら、私はあなたに飲み込む力を与えます。」\n持ち運び、創傷スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑记载着：「若汝与我荣耀，我必赐与汝吞噬的力量」。\n携带着，提升1个创伤技能等级，最高可提升5个等级。,古老石碑記載著：「若汝與我榮耀，我必賜與汝吞噬的力量」。\n攜帶著，提升1個創傷技能等級，最高可提升5個等級。,
deepSleepStele,items,Clothes,,,Deep sleep Emblem,,,,,,深い眠りの紋章,,,,,,沉睡石碑,沈睡石碑,
deepSleepSteleDesc,items,Clothes,,,"Carry, upgrade ""Anesthesia"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を与えられたなら、私はあなたに夢を見続ける力を与えます。」\n持ち運び、麻酔スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑记载着：「若汝与我荣耀，我必赐与汝续梦的力量」。\n携带着，提升1个麻醉技能等级，最高可提升5个等级。,古老石碑記載著：「若汝與我榮耀，我必賜與汝續夢的力量」。\n攜帶著，提升1個麻醉技能等級，最高可提升5個等級。,
cleanSoulStele,items,Clothes,,,Clean Soul Emblem,,,,,,浄霊の紋章,,,,,,淨灵石碑,淨靈石碑,
cleanSoulSteleDesc,items,Clothes,,,"Carry, upgrade ""Holy Light"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を与えられたなら、私はあなたに悪魔を取り除く力を与えます。」\n持ち運び、浄霊スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑记载着：「若汝与我荣耀，我必赐与汝除魔的力量」。\n携带着，提升1个淨灵技能等级，最高可提升5个等级。,古老石碑記載著：「若汝與我榮耀，我必賜與汝除魔的力量」。\n攜帶著，提升1個淨靈技能等級，最高可提升5個等級。,
iceHeraldryStele,items,Clothes,,,Frost Emblem,,,,,,フロストの紋章,,,,,,霜纹石碑,霜紋石碑,
iceHeraldrySteleDesc,items,Clothes,,,"Carry, upgrade ""Ice Bite"" skill level 1, up to 5 levels.",,,,,,古代の石碑の記録：「あなたが私に栄光を与えられたなら、私はあなたに氷原の力を与えます。」\n持ち運び、霜咬スキルレベル1、最大5レベルまでアップグレードします。,,,,,,古老石碑记载着：「若汝与我荣耀，我必赐与汝冰原的力量」。\n携带着，提升1个霜咬技能等级，最高可提升5个等级。,古老石碑記載著：「若汝與我榮耀，我必賜與汝冰原的力量」。\n攜帶著，提升1個霜咬技能等級，最高可提升5個等級。,
flameHeraldryProliferationStele,items,Clothes,,,Fire Spread Emblem,,,,,,火の拡散紋章,,,,,,火纹扩散石碑,火紋擴散石碑,
flameHeraldryProliferationSteleDesc,items,Clothes,,,"Carry, upgrade ""Element diffusion: Weakening Fire"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「あなたが私を信じれば、あなたは生き、栄光をあなたと共有し、すべては私のすべての烈火現象に従います」。\n持ち運び、元素拡散：火弱化スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「信我者必生，与汝共享荣耀，皆服我一切炙焰现象」。\n携带着，提升1个元素扩散：火弱化技能等级，最高可提升3个等级。,古老石碑記載著：「信我者必生，與汝共享榮耀，皆服我一切炙焰現象」。\n攜帶著，提升1個元素擴散：火弱化技能等級，最高可提升3個等級。,
thunderHeraldryProliferationStele,items,Clothes,,,Lightning Spread Emblem,,,,,,雷の拡散紋章,,,,,,雷纹扩散石碑,雷紋擴散石碑,
thunderHeraldryProliferationSteleDesc,items,Clothes,,,"Carry, upgrade ""Element diffusion: Electroweakness"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「あなたが私を信じれば、あなたは生き、栄光をあなたと共有し、すべては私のすべての誘導ショック現象に従います」。\n持ち運び、元素拡散：電弱化スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「信我者必生，与汝共享荣耀，皆服我一切感电现象」。\n携带着，提升1个元素扩散：电弱化技能等级，最高可提升3个等级。,古老石碑記載著：「信我者必生，與汝共享榮耀，皆服我一切感電現象」。\n攜帶著，提升1個元素擴散：電弱化技能等級，最高可提升3個等級。,
bloodMarksProliferationStele,items,Clothes,,,Bloodstained Spread Emblem,,,,,,血痕の拡散紋章,,,,,,血痕扩散石碑,血痕擴散石碑,
bloodMarksProliferationSteleDesc,items,Clothes,,,"Carry, upgrade ""Element diffusion: Wound"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「あなたが私を信じれば、あなたは生き、栄光をあなたと共有し、すべては私のすべての血液不足現象に従います」。\n持ち運び、元素拡散：創傷スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「信我者必生，与汝共享荣耀，皆服我一切血荒现象」。\n携带着，提升1个元素扩散：创伤技能等级，最高可提升3个等级。,古老石碑記載著：「信我者必生，與汝共享榮耀，皆服我一切血荒現象」。\n攜帶著，提升1個元素擴散：創傷技能等級，最高可提升3個等級。,
cleanSoulProliferationStele,items,Clothes,,,Clean Soul Spread Emblem,,,,,,浄霊の拡散紋章,,,,,,淨灵扩散石碑,淨靈擴散石碑,
cleanSoulProliferationSteleDesc,items,Clothes,,,"Carry, upgrade ""Element diffusion: Holy Light"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「あなたが私を信じれば、あなたは生き、栄光をあなたと共有し、すべては私のすべての浄化現象に従います」。\n持ち運び、元素拡散：浄霊スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「信我者必生，与汝共享荣耀，皆服我一切淨化现象」。\n携带着，提升1个元素扩散：淨灵技能等级，最高可提升3个等级。,古老石碑記載著：「信我者必生，與汝共享榮耀，皆服我一切淨化現象」。\n攜帶著，提升1個元素擴散：淨靈技能等級，最高可提升3個等級。,
iceHeraldryProliferationStele,items,Clothes,,,Frost Spread Emblem,,,,,,フロストの拡散紋章,,,,,,霜纹扩散石碑,霜紋擴散石碑,
iceHeraldryProliferationSteleDesc,items,Clothes,,,"Carry, upgrade ""Element diffusion: Ice Bite"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「あなたが私を信じれば、あなたは生き、栄光をあなたと共有し、すべては私のすべての霜現象に従います」。\n持ち運び、元素拡散：霜咬スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「信我者必生，与汝共享荣耀，皆服我一切霜冻现象」。\n携带着，提升1个元素扩散：霜咬技能等级，最高可提升3个等级。,古老石碑記載著：「信我者必生，與汝共享榮耀，皆服我一切霜凍現象」。\n攜帶著，提升1個元素擴散：霜咬技能等級，最高可提升3個等級。,
flameHeraldryAntiphasicDetonateStele,items,Clothes,,,Backlash Fire Emblem,,,,,,バックラッシュの火の紋章,,,,,,反噬火纹石碑,反噬火紋石碑,
flameHeraldryAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Flame"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「もし強い信仰が燃やされたとしても、結局は勝利を受け入れるだろう。」\n持ち運び、反噬引爆：火焰スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若焚烧，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：火焰」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若焚燒，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：火焰」技能等級，最高可提升3個等級。,
thunderHeraldryAntiphasicDetonateStele,items,Clothes,,,Backlash Lightning Emblem,,,,,,バックラッシュの雷の紋章,,,,,,反噬雷纹石碑,反噬雷紋石碑,
thunderHeraldryAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Electric shock"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「雷が襲った場合、強い信仰は最終的に勝利を受け入れる。」\n持ち運び、反噬引爆：電撃スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若雷噼，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：电击」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若雷劈，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：電擊」技能等級，最高可提升3個等級。,
bloodMarksAntiphasicDetonateStele,items,Clothes,,,Backlash Bloodstained Emblem,,,,,,バックラッシュの血痕の紋章,,,,,,反噬血痕石碑,反噬血痕石碑,
bloodMarksAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Wound"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「強い信仰は、もし飲み込まれた場合、最終的に勝利を受け入れるでしょう。」\n持ち運び、反噬引爆：放血スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若吞噬，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：放血」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若吞噬，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：放血」技能等級，最高可提升3個等級。,
deepSleepAntiphasicDetonateStele,items,Clothes,,,Backlash Deep sleep Emblem,,,,,,バックラッシュの深い眠りの紋章,,,,,,反噬沉睡石碑,反噬沈睡石碑,
deepSleepAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Anesthesia"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「強い信仰、永遠に眠れば勝利を受け入れる。」\n持ち運び、反噬引爆：麻酔スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若永眠，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：麻醉」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若永眠，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：麻醉」技能等級，最高可提升3個等級。,
cleanSoulAntiphasicDetonateStele,items,Clothes,,,Backlash Clean Soul Emblem,,,,,,バックラッシュの浄霊の紋章,,,,,,反噬淨灵石碑,反噬淨靈石碑,
cleanSoulAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Holy Light"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「強い信念、悪魔を取り除くと、勝利を受け入れる。」\n持ち運び、反噬引爆：浄霊スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若除魔，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：淨灵」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若除魔，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：淨靈」技能等級，最高可提升3個等級。,
iceHeraldryAntiphasicDetonateStele,items,Clothes,,,Backlash Frost Emblem,,,,,,バックラッシュのフロストの紋章,,,,,,反噬霜纹石碑,反噬霜紋石碑,
iceHeraldryAntiphasicDetonateSteleDesc,items,Clothes,,,"Carry, upgrade ""Anti-explosion: Ice Bite"" skill level 1, up to 3 levels.",,,,,,古代の石碑の記録：「霜が降りれば、強い信仰は最終的に勝利を受け入れる。」\n持ち運び、反噬引爆：霜咬スキルレベル1、最大3レベルまでアップグレードします。,,,,,,古老石碑记载着：「坚定信念，倘若结霜，终将怀抱胜利」。\n携带着，提升1个「反噬引爆：霜咬」技能等级，最高可提升3个等级。,古老石碑記載著：「堅定信念，倘若結霜，終將懷抱勝利」。\n攜帶著，提升1個「反噬引爆：霜咬」技能等級，最高可提升3個等級。,
perceptionStele,items,Clothes,,,Perception Emblem,,,,,,Perceptionの紋章,,,,,,感知石碑,感知石碑,
perceptionSteleDesc,items,Clothes,,,"Carry it and increase the level of the ""Perception"" attribute.",,,,,,古代の石碑の記録：「心が静かであるほど、何かに浸透する力が大きい。」\n持ち運び、「Perception」属性のレベルが上がります。,,,,,,古老石碑记载着：「当心灵越沉静，对任何事物所能透彻的力量越大」。\n携带着，提升1个「感知」属性等级。,古老石碑記載著：「當心靈越沈靜，對任何事物所能透徹的力量越大」。\n攜帶著，提升1個「感知」屬性等級。,
strengthStele,items,Clothes,,,Strength Emblem,,,,,,Strengthの紋章,,,,,,力量石碑,力量石碑,
strengthSteleDesc,items,Clothes,,,"Carry it and increase the level of the ""Strength"" attribute.",,,,,,古代の石碑の記録：「知識で解決できれば、力は必要ない。」\n持ち運び、「Strength」属性のレベルが上がります。,,,,,,古老石碑记载着：「如果可以用知识解决的，是不需要武力的」。\n携带着，提升1个「力量」属性等级。,古老石碑記載著：「如果可以用知識解決的，是不需要武力的」。\n攜帶著，提升1個「力量」屬性等級。,
fortitudeStele,items,Clothes,,,Fortitude Emblem,,,,,,Fortitudeの紋章,,,,,,坚毅石碑,堅毅石碑,
fortitudeSteleDesc,items,Clothes,,,"Carry it and increase the level of the ""Fortitude"" attribute.",,,,,,古代の石碑の記録：「防衛は最強の力。」\n持ち運び、「Fortitude」属性のレベルが上がります。,,,,,,古老石碑记载着：「防御就是最坚强的实力」。\n携带着，提升1个「坚毅」属性等级。,古老石碑記載著：「防禦就是最堅強的實力」。\n攜帶著，提升1個「堅毅」屬性等級。,
agilityStele,items,Clothes,,,Agility Emblem,,,,,,Agilityの紋章,,,,,,敏捷石碑,敏捷石碑,
agilitySteleDesc,items,Clothes,,,"Carry it and increase the level of the ""Agility"" attribute.",,,,,,古代の石碑の記録：「強さに加えて、速度がすべてを決定する。」\n持ち運び、「Agility」属性のレベルが上がります。,,,,,,古老石碑记载着：「除了力量要强大，速度决定一切」。\n携带着，提升1个「敏捷」属性等级。,古老石碑記載著：「除了力量要強大，速度決定一切」。\n攜帶著，提升1個「敏捷」屬性等級。,
intellectStele,items,Clothes,,,Intellect Emblem,,,,,,Intellectの紋章,,,,,,智力石碑,智力石碑,
intellectSteleDesc,items,Clothes,,,"Carry it and increase the level of the ""Intellect"" attribute.",,,,,,古代の石碑の記録：「十分な知恵ですべての困難を解決できる。」\n持ち運び、「Intellect」属性のレベルが上がります。,,,,,,古老石碑记载着：「充足的智慧能面对一切困难时迎刃而解」。\n携带着，提升1个「智力」属性等级。,古老石碑記載著：「充足的智慧能面對一切困難時迎刃而解」。\n攜帶著，提升1個「智力」屬性等級。,
perceptionStele02,items,Clothes,,,Perception Emblem II,,,,,,Perceptionの紋章II,,,,,,感知石碑Ⅱ,感知石碑Ⅱ,
perceptionStele02Desc,items,Clothes,,,"Carry it and increase the ""Perception"" attribute 2 level.",,,,,,古代の石碑の記録：「心が静かであるほど、何かに浸透する力が大きい。」\n持ち運び、「Perception」属性2レベルが上がります。,,,,,,古老石碑记载着：「当心灵越沉静，对任何事物所能透彻的力量越大」。\n携带着，提升2个「感知」属性等级。,古老石碑記載著：「當心靈越沈靜，對任何事物所能透徹的力量越大」。\n攜帶著，提升2個「感知」屬性等級。,
perceptionStele03,items,Clothes,,,Perception Emblem III,,,,,,Perceptionの紋章III,,,,,,感知石碑Ⅲ,感知石碑Ⅲ,
perceptionStele03Desc,items,Clothes,,,"Carry it, and increase the ""Perception"" attribute 3 level.",,,,,,古代の石碑の記録：「心が静かであるほど、何かに浸透する力が大きい。」\n持ち運び、「Perception」属性3レベルが上がります。,,,,,,古老石碑记载着：「当心灵越沉静，对任何事物所能透彻的力量越大」。\n携带着，提升3个「感知」属性等级。,古老石碑記載著：「當心靈越沈靜，對任何事物所能透徹的力量越大」。\n攜帶著，提升3個「感知」屬性等級。,
perceptionStele04,items,Clothes,,,Perception Emblem IV,,,,,,Perceptionの紋章IV,,,,,,感知石碑Ⅳ,感知石碑Ⅳ,
perceptionStele04Desc,items,Clothes,,,"Carry it, and increase the ""Perception"" attribute 4 level.",,,,,,古代の石碑の記録：「心が静かであるほど、何かに浸透する力が大きい。」\n持ち運び、「Perception」属性4レベルが上がります。,,,,,,古老石碑记载着：「当心灵越沉静，对任何事物所能透彻的力量越大」。\n携带着，提升4个「感知」属性等级。,古老石碑記載著：「當心靈越沈靜，對任何事物所能透徹的力量越大」。\n攜帶著，提升4個「感知」屬性等級。,
perceptionStele05,items,Clothes,,,Perception Emblem V,,,,,,Perceptionの紋章V,,,,,,感知石碑Ⅴ,感知石碑Ⅴ,
perceptionStele05Desc,items,Clothes,,,"Carry it, and increase the ""Perception"" attribute 5 level.",,,,,,古代の石碑の記録：「心が静かであるほど、何かに浸透する力が大きい。」\n持ち運び、「Perception」属性5レベルが上がります。,,,,,,古老石碑记载着：「当心灵越沉静，对任何事物所能透彻的力量越大」。\n携带着，提升5个「感知」属性等级。,古老石碑記載著：「當心靈越沈靜，對任何事物所能透徹的力量越大」。\n攜帶著，提升5個「感知」屬性等級。,
strengthStele02,items,Clothes,,,Strength Emblem II,,,,,,Strengthの紋章II,,,,,,力量石碑Ⅱ,力量石碑Ⅱ,
strengthStele02Desc,items,Clothes,,,"Carry it, and increase the ""Strength"" attribute 2 level.",,,,,,古代の石碑の記録：「知識で解決できれば、力は必要ない。」\n持ち運び、「Strength」属性2レベルが上がります。,,,,,,古老石碑记载着：「如果可以用知识解决，是不需要武力的」。\n携带着，提升2个「力量」属性等级。,古老石碑記載著：「如果可以用知識解決，是不需要武力的」。\n攜帶著，提升2個「力量」屬性等級。,
strengthStele03,items,Clothes,,,Strength Emblem III,,,,,,Strengthの紋章III,,,,,,力量石碑Ⅲ,力量石碑Ⅲ,
strengthStele03Desc,items,Clothes,,,"Carry it, and increase the ""Strength"" attribute 3 level.",,,,,,古代の石碑の記録：「知識で解決できれば、力は必要ない。」\n持ち運び、「Strength」属性3レベルが上がります。,,,,,,古老石碑记载着：「如果可以用知识解决，是不需要武力的」。\n携带着，提升3个「力量」属性等级。,古老石碑記載著：「如果可以用知識解決，是不需要武力的」。\n攜帶著，提升3個「力量」屬性等級。,
strengthStele04,items,Clothes,,,Strength Emblem IV,,,,,,Strengthの紋章IV,,,,,,力量石碑Ⅳ,力量石碑Ⅳ,
strengthStele04Desc,items,Clothes,,,"Carry it, and increase the ""Strength"" attribute 4 level.",,,,,,古代の石碑の記録：「知識で解決できれば、力は必要ない。」\n持ち運び、「Strength」属性4レベルが上がります。,,,,,,古老石碑记载着：「如果可以用知识解决，是不需要武力的」。\n携带着，提升4个「力量」属性等级。,古老石碑記載著：「如果可以用知識解決，是不需要武力的」。\n攜帶著，提升4個「力量」屬性等級。,
strengthStele05,items,Clothes,,,Strength Emblem V,,,,,,Strengthの紋章V,,,,,,力量石碑Ⅴ,力量石碑Ⅴ,
strengthStele05Desc,items,Clothes,,,"Carry it, and increase the ""Strength"" attribute 5 level.",,,,,,古代の石碑の記録：「知識で解決できれば、力は必要ない。」\n持ち運び、「Strength」属性5レベルが上がります。,,,,,,古老石碑记载着：「如果可以用知识解决，是不需要武力的」。\n携带着，提升5个「力量」属性等级。,古老石碑記載著：「如果可以用知識解決，是不需要武力的」。\n攜帶著，提升5個「力量」屬性等級。,
fortitudeStele02,items,Clothes,,,Fortitude Emblem II,,,,,,Fortitudeの紋章II,,,,,,坚毅石碑Ⅱ,堅毅石碑Ⅱ,
fortitudeStele02Desc,items,Clothes,,,"Carry it, and increase the ""Fortitude"" attribute 2 level.",,,,,,古代の石碑の記録：「防衛は最強の力。」\n持ち運び、「Fortitude」属性2レベルが上がります。,,,,,,古老石碑记载着：「防御就是最坚强的实力」。\n携带着，提升2个「坚毅」属性等级。,古老石碑記載著：「防禦就是最堅強的實力」。\n攜帶著，提升2個「堅毅」屬性等級。,
fortitudeStele03,items,Clothes,,,Fortitude Emblem III,,,,,,Fortitudeの紋章III,,,,,,坚毅石碑Ⅲ,堅毅石碑Ⅲ,
fortitudeStele03Desc,items,Clothes,,,"Carry it, and increase the ""Fortitude"" attribute 3 level.",,,,,,古代の石碑の記録：「防衛は最強の力。」\n持ち運び、「Fortitude」属性3レベルが上がります。,,,,,,古老石碑记载着：「防御就是最坚强的实力」。\n携带着，提升3个「坚毅」属性等级。,古老石碑記載著：「防禦就是最堅強的實力」。\n攜帶著，提升3個「堅毅」屬性等級。,
fortitudeStele04,items,Clothes,,,Fortitude Emblem IV,,,,,,Fortitudeの紋章IV,,,,,,坚毅石碑Ⅳ,堅毅石碑Ⅳ,
fortitudeStele04Desc,items,Clothes,,,"Carry it, and increase the ""Fortitude"" attribute 4 level.",,,,,,古代の石碑の記録：「防衛は最強の力。」\n持ち運び、「Fortitude」属性4レベルが上がります。,,,,,,古老石碑记载着：「防御就是最坚强的实力」。\n携带着，提升4个「坚毅」属性等级。,古老石碑記載著：「防禦就是最堅強的實力」。\n攜帶著，提升4個「堅毅」屬性等級。,
fortitudeStele05,items,Clothes,,,Fortitude Emblem V,,,,,,Fortitudeの紋章V,,,,,,坚毅石碑Ⅴ,堅毅石碑Ⅴ,
fortitudeStele05Desc,items,Clothes,,,"Carry it, and increase the ""Fortitude"" attribute 5 level.",,,,,,古代の石碑の記録：「防衛は最強の力。」\n持ち運び、「Fortitude」属性5レベルが上がります。,,,,,,古老石碑记载着：「防御就是最坚强的实力」。\n携带着，提升5个「坚毅」属性等级。,古老石碑記載著：「防禦就是最堅強的實力」。\n攜帶著，提升5個「堅毅」屬性等級。,
agilityStele02,items,Clothes,,,Agility Emblem II,,,,,,Agilityの紋章II,,,,,,敏捷石碑Ⅱ,敏捷石碑Ⅱ,
agilityStele02Desc,items,Clothes,,,"Carry it, and increase the ""Agility"" attribute 2 level.",,,,,,古代の石碑の記録：「強さに加えて、速度がすべてを決定する。」\n持ち運び、「Agility」属性2レベルが上がります。,,,,,,古老石碑记载着：「除了力量要强大，速度决定一切」。\n携带着，提升2个「敏捷」属性等级。,古老石碑記載著：「除了力量要強大，速度決定一切」。\n攜帶著，提升2個「敏捷」屬性等級。,
agilityStele03,items,Clothes,,,Agility Emblem III,,,,,,Agilityの紋章III,,,,,,敏捷石碑Ⅲ,敏捷石碑Ⅲ,
agilityStele03Desc,items,Clothes,,,"Carry it, and increase the ""Agility"" attribute 3 level.",,,,,,古代の石碑の記録：「強さに加えて、速度がすべてを決定する。」\n持ち運び、「Agility」属性3レベルが上がります。,,,,,,古老石碑记载着：「除了力量要强大，速度决定一切」。\n携带着，提升3个「敏捷」属性等级。,古老石碑記載著：「除了力量要強大，速度決定一切」。\n攜帶著，提升3個「敏捷」屬性等級。,
agilityStele04,items,Clothes,,,Agility Emblem IV,,,,,,Agilityの紋章IV,,,,,,敏捷石碑Ⅳ,敏捷石碑Ⅳ,
agilityStele04Desc,items,Clothes,,,"Carry it, and increase the ""Agility"" attribute 4 level.",,,,,,古代の石碑の記録：「強さに加えて、速度がすべてを決定する。」\n持ち運び、「Agility」属性4レベルが上がります。,,,,,,古老石碑记载着：「除了力量要强大，速度决定一切」。\n携带着，提升4个「敏捷」属性等级。,古老石碑記載著：「除了力量要強大，速度決定一切」。\n攜帶著，提升4個「敏捷」屬性等級。,
agilityStele05,items,Clothes,,,Agility Emblem V,,,,,,Agilityの紋章V,,,,,,敏捷石碑Ⅴ,敏捷石碑Ⅴ,
agilityStele05Desc,items,Clothes,,,"Carry it, and increase the ""Agility"" attribute 5 level.",,,,,,古代の石碑の記録：「強さに加えて、速度がすべてを決定する。」\n持ち運び、「Agility」属性5レベルが上がります。,,,,,,古老石碑记载着：「除了力量要强大，速度决定一切」。\n携带着，提升5个「敏捷」属性等级。,古老石碑記載著：「除了力量要強大，速度決定一切」。\n攜帶著，提升5個「敏捷」屬性等級。,
intellectStele02,items,Clothes,,,Intellect Emblem II,,,,,,Intellectの紋章II,,,,,,智力石碑Ⅱ,智力石碑Ⅱ,
intellectStele02Desc,items,Clothes,,,"Carry it, and increase the ""Intellect"" attribute 2 level.",,,,,,古代の石碑の記録：「十分な知恵ですべての困難を解決できる。」\n持ち運び、「Intellect」属性2レベルが上がります。,,,,,,古老石碑记载着：「充足的智慧能面对一切困难时迎刃而解」。\n携带着，提升2个「智力」属性等级。,古老石碑記載著：「充足的智慧能面對一切困難時迎刃而解」。\n攜帶著，提升2個「智力」屬性等級。,
intellectStele03,items,Clothes,,,Intellect Emblem III,,,,,,Intellectの紋章III,,,,,,智力石碑Ⅲ,智力石碑Ⅲ,
intellectStele03Desc,items,Clothes,,,"Carry it, and increase the ""Intellect"" attribute 3 level.",,,,,,古代の石碑の記録：「十分な知恵ですべての困難を解決できる。」\n持ち運び、「Intellect」属性3レベルが上がります。,,,,,,古老石碑记载着：「充足的智慧能面对一切困难时迎刃而解」。\n携带着，提升3个「智力」属性等级。,古老石碑記載著：「充足的智慧能面對一切困難時迎刃而解」。\n攜帶著，提升3個「智力」屬性等級。,
intellectStele04,items,Clothes,,,Intellect Emblem IV,,,,,,Intellectの紋章IV,,,,,,智力石碑Ⅳ,智力石碑Ⅳ,
